Level,Action,Vendor Tracking #,Rebate Name,Rebate Number,Rebate Type,Header - Branch,Header - Performance,Header - Currency,Header - Vendor Name,Header - Billing Vendor Name,Header-Customer,Header - Manufacturer Number,Header - Start Date,Header - End Date,Header - Program Name,Header - Order Start Date,Header - Order End Date,Header - Broker Name,Header - Category Manager,Header - Comments,Product - Type,Product - Number,Product - Description,Product - Percent,Product - Per CS,Product - Per Pound,Product - Per Lbs,Product - Net Cost,Product - Invoice Price,Lumpsum - Fee Type,Lumpsum - Amount,Lumpsum - Branch,Lumpsum - Lumpsum Date,Lumpsum - Lumpsum Start Date,Lumpsum - Lumpsum End Date,Lumpsum - Pay Date,Lumpsum - Cancel,Lumpsum - Lumpsum Item Number,Lumpsum - Lumpsum Item Description,Lumpsum - Quantity,Lumpsum - Lumpsum Billing Frequency,Lumpsum - Warehouse Split,Lumpsum - Recurring Flag,Calendar name,Billing Frequency,Auto Schedule Payments,Lumpsum Payment Method,AR Vendor Name,Finance Contact,Qualifier - Type,Qualifier - Value,Qualifier - Exclude,Deal Date - Type,Deal - Start Date,Deal - End Date,Allowance - Item Allowance
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501125,00501125,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,16.4,020,2/16/2026,,,2/16/2026,,0006326,"SALMON, FLT 3LB SLI SMKD FZN (0006326)",20,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501120,00501120,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,13.21,020,2/16/2026,,,2/16/2026,,2704281,"SALMON, FLT ATL PBO SK ON SCLD SCOTLAND (2704281)",12,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501120,00501120,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,38.24,020,2/16/2026,,,2/16/2026,,2704281,"SALMON, FLT ATL PBO SK ON SCLD SCOTLAND (2704281)",16,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501120,00501120,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,2,020,2/16/2026,,,2/16/2026,,4521971,"SCALLOP, U-10 DRY AAA (4521971)",1,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00501120,00501120,,,1/28/2026,2/28/2026,PIER 22 Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,8.95,020,2/16/2026,,,2/16/2026,,3993611,"SEA BASS, BRANZINO WHL 300-400G BTRFLY (3993611)",3,,,,Calendar Year,Daily,Y,AR Invoice,21927,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110972,00110972,,,1/28/2026,2/28/2026,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,6,020,2/16/2026,,,2/16/2026,,0028035,"SOUR CREAM, CREMA MEXICANA 32 LB (0028035)",24,,,,Calendar Year,Daily,Y,AR Invoice,22372,rick_stepien@shamrockfoods.com;kristen_martinson@shamrockfoods.com,,,,,,,
,,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110972,00110972,,,1/28/2026,2/28/2026,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,6,020,2/16/2026,,,2/16/2026,,0028035,"SOUR CREAM, CREMA MEXICANA 32 LB (0028035)",6,,,,Calendar Year,Daily,Y,AR Invoice,22372,rick_stepien@shamrockfoods.com;kristen_martinson@shamrockfoods.com,,,,,,,
,,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110972,00110972,,,1/28/2026,2/28/2026,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,18,020,2/16/2026,,,2/16/2026,,0016699,"SOUR CREAM, CREMA MEXICANA 5LB (0016699)",72,,,,Calendar Year,Daily,Y,AR Invoice,22372,rick_stepien@shamrockfoods.com;kristen_martinson@shamrockfoods.com,,,,,,,
,,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110972,00110972,,,1/28/2026,2/28/2026,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,14,020,2/16/2026,,,2/16/2026,,0016699,"SOUR CREAM, CREMA MEXICANA 5LB (0016699)",14,,,,Calendar Year,Daily,Y,AR Invoice,22372,rick_stepien@shamrockfoods.com;kristen_martinson@shamrockfoods.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,9.5,020,2/16/2026,,,2/16/2026,,3512941,"SPOON, PLS SERVING 10"" CATERING BLK (3512941)",19,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,2.25,020,2/16/2026,,,2/16/2026,,3512941,"SPOON, PLS SERVING 10"" CATERING BLK (3512941)",3,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,19.3,020,2/16/2026,,,2/16/2026,,0039632,"TALLOW, BEEF SOLID 50LB CRTN (0039632)",193,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00111061,00111061,,,1/28/2026,2/28/2026,Jensen Foods Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,6,020,2/16/2026,,,2/16/2026,,0039632,"TALLOW, BEEF SOLID 50LB CRTN (0039632)",12,,,,Calendar Year,Daily,Y,AR Invoice,23578,mark_dibert@shamrockfoods.com;porter_jenson@shamrockfoods.com,,,,,,,
,,DEL REAL Holiday Promotion (11/9/25-12/13/25) Existing Business,DEL REAL Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00194308,00194308,,,1/28/2026,2/28/2026,DEL REAL Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,22.5,020,2/16/2026,,,2/16/2026,,3050131,"TAMALE, BEEF 5 OZ (3050131)",15,,,,Calendar Year,Daily,Y,AP Debit Memo,,ardept@delrealfoods.com,,,,,,,
,,DEL REAL Holiday Promotion (11/9/25-12/13/25) New Business,DEL REAL Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00194308,00194308,,,1/28/2026,2/28/2026,DEL REAL Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,12,020,2/16/2026,,,2/16/2026,,3050131,"TAMALE, BEEF 5 OZ (3050131)",4,,,,Calendar Year,Daily,Y,AP Debit Memo,,ardept@delrealfoods.com,,,,,,,
,,DEL REAL Holiday Promotion (11/9/25-12/13/25) Existing Business,DEL REAL Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00194308,00194308,,,1/28/2026,2/28/2026,DEL REAL Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,12,020,2/16/2026,,,2/16/2026,,3505021,"TAMALE, CHICK GRN SCE (3505021)",8,,,,Calendar Year,Daily,Y,AP Debit Memo,,ardept@delrealfoods.com,,,,,,,
,,DEL REAL Holiday Promotion (11/9/25-12/13/25) New Business,DEL REAL Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00194308,00194308,,,1/28/2026,2/28/2026,DEL REAL Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,36,020,2/16/2026,,,2/16/2026,,3505021,"TAMALE, CHICK GRN SCE (3505021)",12,,,,Calendar Year,Daily,Y,AP Debit Memo,,ardept@delrealfoods.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,4,020,2/16/2026,,,2/16/2026,,3518381,"TONGS, 6.5"" SERVING SM BLK (3518381)",8,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,0.75,020,2/16/2026,,,2/16/2026,,3518381,"TONGS, 6.5"" SERVING SM BLK (3518381)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,1.5,020,2/16/2026,,,2/16/2026,,3518441,"TRAY, 12"" RND PLATTER PLEASERS BLK (3518441)",3,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,3,020,2/16/2026,,,2/16/2026,,3518441,"TRAY, 12"" RND PLATTER PLEASERS BLK (3518441)",2,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,1.5,020,2/16/2026,,,2/16/2026,,3512891,"TRAY, 16"" PLATTER PLEASERS BLACK (3512891)",3,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502902,00502902,,,1/28/2026,2/28/2026,Fineline Settings Inc Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,1.5,020,2/16/2026,,,2/16/2026,,3512901,"TRAY, 18"" RND PLATTER PLEASERS BLK (3512901)",1,,,,Calendar Year,Daily,Y,AP Debit Memo,,ar@finelinesettings.com,,,,,,,
,,Markon Holiday Promotion (11/9/25-12/13/25) New Business,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00191869,00191869,,,1/28/2026,2/28/2026,Markon Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,2,026,2/16/2026,,,2/16/2026,,0048181,"BRUSSELS SPROUT, BITE (0048181)",2,,,,Calendar Year,Daily,Y,AR Invoice,72561,chris_casson@shamrockfoods.com;becca_magaw@shamrockfoods.com,,,,,,,
,,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110972,00110972,,,1/28/2026,2/28/2026,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,1191.5,026,2/16/2026,,,2/16/2026,,4783481,"BUTTERMILK, 1% LF (4783481)",4766,,,,Calendar Year,Daily,Y,AR Invoice,22372,rick_stepien@shamrockfoods.com;kristen_martinson@shamrockfoods.com,,,,,,,
,,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00110972,00110972,,,1/28/2026,2/28/2026,Shamrock Farms Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,149.83,026,2/16/2026,,,2/16/2026,,4783481,"BUTTERMILK, 1% LF (4783481)",150,,,,Calendar Year,Daily,Y,AR Invoice,22372,rick_stepien@shamrockfoods.com;kristen_martinson@shamrockfoods.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,67.5,026,2/16/2026,,,2/16/2026,,2885911,"CAKE, CARROT MOMMAS OLDF 10"" 16 SLI (2885911)",45,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,24,026,2/16/2026,,,2/16/2026,,2885911,"CAKE, CARROT MOMMAS OLDF 10"" 16 SLI (2885911)",8,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,61.5,026,2/16/2026,,,2/16/2026,,3093071,"CAKE, CHOC LAVA DIVINE GF (3093071)",41,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,129,026,2/16/2026,,,2/16/2026,,3093071,"CAKE, CHOC LAVA DIVINE GF (3093071)",43,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,66,026,2/16/2026,,,2/16/2026,,2522971,"CAKE, CHOCOLATE LAVA 4.16Z (2522971)",44,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,33,026,2/16/2026,,,2/16/2026,,2522971,"CAKE, CHOCOLATE LAVA 4.16Z (2522971)",11,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,63,026,2/16/2026,,,2/16/2026,,3575161,"CAKE, LMN ITAL 2 LAYER 10"" 12 SLI (3575161)",42,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,90,026,2/16/2026,,,2/16/2026,,3575161,"CAKE, LMN ITAL 2 LAYER 10"" 12 SLI (3575161)",30,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,18,026,2/16/2026,,,2/16/2026,,2885981,"CAKE, MOUSSE CHOC PEANUT BTR (2885981)",12,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,24,026,2/16/2026,,,2/16/2026,,2885981,"CAKE, MOUSSE CHOC PEANUT BTR (2885981)",8,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,24,026,2/16/2026,,,2/16/2026,,2886021,"CAKE, REGAL RED VELVET ICED CRM CHSE (2886021)",8,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,13.5,026,2/16/2026,,,2/16/2026,,2384731,"CAKE, SINFUL SEVEN 10"" 16 CUT (2384731)",9,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,27,026,2/16/2026,,,2/16/2026,,2384731,"CAKE, SINFUL SEVEN 10"" 16 CUT (2384731)",9,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,54,026,2/16/2026,,,2/16/2026,,2885951,"CAKE, TORTE CHOC OVERLOAD 10"" 16SLI (2885951)",36,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,78,026,2/16/2026,,,2/16/2026,,2885951,"CAKE, TORTE CHOC OVERLOAD 10"" 16SLI (2885951)",26,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,69.75,026,2/16/2026,,,2/16/2026,,3092981,"CHEESECAKE, NY STYLE 10"" 14 SLI MADISON (3092981)",47,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,135,026,2/16/2026,,,2/16/2026,,2886031,"CHEESECAKE, NY STYLE 10"" 16 SLI BROADWAY (2886031)",90,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,111,026,2/16/2026,,,2/16/2026,,2886031,"CHEESECAKE, NY STYLE 10"" 16 SLI BROADWAY (2886031)",37,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) Existing Business,,,,,,,,,,,,,,,Flat Fee,97.5,026,2/16/2026,,,2/16/2026,,4939151,"CHEESECAKE, SSRV ASSORT PETITE BITE FZN (4939151)",65,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
,,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,Marketing Spiff (MSP),999,Corporate Program,USD,00502329,00502329,,,1/28/2026,2/28/2026,Diannes Fine Desserts Holiday Promotion (11/9/25-12/13/25) New Business,,,,,,,,,,,,,,,Flat Fee,108,026,2/16/2026,,,2/16/2026,,4939151,"CHEESECAKE, SSRV ASSORT PETITE BITE FZN (4939151)",36,,,,Calendar Year,Daily,Y,AP Debit Memo,,AR@diannesfinedesserts.com,,,,,,,
